MAC #,incipit,repository,ms number,Notes and alternate forms of incipit by a few letters
471,ወሀለወት፡ አሐቲ፡ ቤተ፡ ክርስቲያን፡ ዘተሐንጸት፡ በስመ፡ እግዝእትነ፡ ወይትጋብኡ፡ ባቲ፡ ኵሎሙ፡ ሕዝበ፡ ክርስቲያን፡ አመ፡ ፳፡ ወ፩፡ ለወርኃ፡ ግንቦት፡ ወይገብሩ፡ በዓለ፡ ዐቢየ፡ በእንተ፡ አስተርእዮተ፡ ገጻ፡ ገሃደ፡ ለእግዝእትነ፡….,EMML,2378,
472,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ጳጳስ፡ በደወለ፡ አፍርንጊ፡ ዘስሙ፡ ጢላስ፡ ዘይፈርሆ፡ ለእግዚአብሔር፡ ወያከብራ፡ ለእግዝእትነ፡…. ወአሐተ፡ ዕለተ፡ እንዘ፡ ሀለወ፡ በንዋሙ፡ አስተርአየቶ፡ እግዝእትነ፡…. በእንተ፡ ጽዋዕ፡ ዘቤተ፡ ክርስቲያን,EMML,2968,
473,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በሀገረ፡ እልክሱስ፡ ዘስሙ፡ ኤልያስ፡ ዘያፈቅራ፡ ለእግዝእትነ፡…. ለለ፡ ተጸውዓ፡ ስመ፡ በዓላ፡ ይለብስ፡ አልባሰ፡ ተክህኖ፡ ወይቄድስ፡ ቅዳሴሃ፡ ለእመ፡ ብርሃን። ወሐመይዎ፡ ካህናተ፡ ቤተ፡ ክርስቲያን,EMML,2968,
474,ወሀሎ፡ አሐዱ፡ ቅዱስ፡ ዘስሙ፡ ደቅስዮስ፡ ኤጲስ፡ ቆጶስ፡ ዘጥልጥልያ፡ ወእንዘ፡ ሀለወ፡ ቀዊሞ፡ በቅዳሴ፡ ርእየ፡ ሥዕላ፡ ለእግዝእትነ፡…. እንዘ፡ ይውኅዝ፡ ኃፍ,EMML,2968,
475,ወሀለወት፡ አሐቲ፡ ብእሲት፡ ዘታፈቅራ፡ ለእግዝእትነ፡…. ወትፈርሆ፡ ለእግዚአብሔር፡ ወምታሰ፡ እኩይ፡ ጥቀ፡ ወነዳይት፡ ይእቲ፡ በእሲት። ወሶበ፡ አጽንዓታ፡ ንዴት፡ ቦአት፡ ውስተ፡ አሐዱ፡ መኰንን፡ ወኮነት፡ ሐፃኒተ,EMML,2968,
476,ወሀሎ፡ አሐዱ፡ መኰንን፡ ዘያፈቅራ፡ ለእግዝእትነ፡…. ወይጼሊ፡ ወትረ፡ ሰላመ፡ መልአክ፡ ወኢየአምር፡ ጸሎተ፡ ካልአ፡ ዘእንበሌሁ። ወውእቱ፡ ይትዔገል፡ ነዳያነ፡ ወየኃይድ፡ ንዋዮሙ,EMML,2968,
477,ወሀለዉ፡ ፫፡ መነኮሳት፡ ቀሳውስት፡ በሀገረ፡ ጥልጥልያ፡ ዘያፈቅርዋ፡ ለእግዝእትነ፡…. ወሖሩ፡ እምይእቲ፡ ሀገር፡ መጠነ፡ ፲፡ ምህዋረ፡ ዕለት፡ ወረከቡ፡ ምስጋዶሙ፡ ለአረሚ,EMML,2968,
478,እንዘ፡ ትወርድ፡ እግዝእትነ፡ ማርያም፡ ውስተ፡ ምድረ፡ ግብጽ፡ ኀበ፡ ኃደረት፡ ገዳመ፡ ምስለ፡ ፍቁር፡ ወልዳ፡ ምስለ፡ ዮሴፍ፡ ወሰሎሜ፡ መጽአ፡ ነአዌ፡ ዓረዊት፡ ምስለ፡ አክልብቲሁ፡ ወመጽኡ፡ አክልብት፡ እንዘ፡ ይሴብሕዋ፡ ወይብልዋ፡ ስብሐት፡ ለኪ፡ እመ፡ እግዚአ፡ ኵሉ፡ ፍጥረት,EMML,3031,
479,ወሀሎ፡ አሐዱ፡ ብእሲ፡ እምውሉደ፡ እስራኤል፡ ጻድቅ፡ ወፈራሄ፡ እግዚአብሔር፡ ውእቱ፡ በኵሉ። ወይቤላ፡ ለብእሲቱ፡ ቴክታ፡ ብነ፡ ወርቅ፡ ወብሩር፡ ወአልባስ፡ ቀጠንት፡ ዘአልቦ፡ ኍልቍ,EMML,642,
480,ዜና፡ ፍልሰታ። ወይእዜኒ፡ አብሮኮሮስ፡ አነ፡ አንከርኩ፡ እምዕበየ፡ ስብሐት፡ ዘተውህበ፡ ለእምነ፡ ወለእግዝእትነ፡…. ብፅዕት፡ ከርሥ፡ ዘወለደታ፡ ውስተ፡ ዓለም,EMML,642,
481,ዜና፡ ፍልሰታ። ወአመ፡ ተጋብኡ፡ ኵሎሙ፡ ሐዋርያት፡ አነ፡ ምስሌሆሙ፡ በከመ፡ ትሬእዩኒ፡ በአዕይንቲከ፡ ኦወልድየ፡ አብሮኮሮስ፡ ወተጋባዕነ፡ በበይናቲነ፡ ውስተ፡ ገነተ፡ ተድላ,EMML,642,
482,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘስሙ፡ አፍላጦን፡ ወመጽአ፡ ኀበ፡ ፍልሰተ፡ ሥጋሃ፡ ለእግዝእትነ፡…. መሐከ፡ ኵሎ፡ መካነ፡ እምኵሎሙ፡ መካን,EMML,642,
483,ወይቤ፡ ቶማስ፡ እንዘ፡ ሀሎኩ፡ አወጽእ፡ አጋንንተ፡ ውስተ፡ ህንደኪ፡ ይቤለኒ፡ መንፈስ፡ ቅዱስ፡ ዛቲ፡ ዕለት፡ አምሳለ፡ ፋሲካ,EMML,492,
484,በእንተ፡ ዕበያ፡ ወክብራ፡ ለእግዝእትነ፡…. ይቤ፡ ዮሐንስ፡ ወልደ፡ ንጕድጓድ፡ ዘያፈቅሮ፡ እግዚእ፡ ኢየሱስ፡ በእንተ፡ ዕበየ፡ ንጽሕናሁ፡ ወእግዝእትነ፡…. ታፈቅሮ፡ ፈድፋደ፡ በከመ፡ ያፈቅሮ፡ ወልዳ፡ ወአውሥአቶ፡ ቡርክት፡ ወትቤሎ፡ ስማዕ፡ ኦዮሐንስ፡ እንግርከ፡ ኅቡዓ,EMML,642,
485,ወትቤ፡ እግዝእትነ፡…. አውሣእክዎ፡ ለወልድየ፡ ወእቤሎ፡ አርእየኒ፡ ሶበ፡ ትወጽእ፡ ነፍሰ፡ ኃጥኣን፡ እምሥጋሃ,EMML,642,
486,ዘኮነ፡ እምቅድመ፡ ልደታ፡ ለቅድስት፡ ሐና፡ ፲፻ወ፭፻ወ፳፡ ዓመት። ወሀሎ፡ አሐዱ፡ ብእሲ፡ በብሔረ፡ ምሥራቅ፡ ዘስሙ፡ በለዓለም፡ ዘየአምር፡ መጸእያተ፡ በሕገ፡ መሰግላን,EMML,642,
487,ወይቤለኒ፡ ፍቁር፡ ወልድየ፡ እንዘ፡ ይብል፡ ኦወላዲትየ፡ ርኢ፡ ኀበ፡ መትሕት፡ ወነጸሪ። ወአንሰ፡ ሶበ፡ ሰማዕኩ፡ እምኔሁ፡ ዘንተ፡ ሐወጽኩ፡ ወርኢኩ,EMML,642,
488,ወእንዘ፡ ሀሎነ፡ በምድረ፡ ይሁዳ፡ አመ፡ ፷፡ ለኅዳር፡ ናሁ፡ ደመና፡ ብሩህ፡ ፆረነ፡ ምስሌሁ፡ ወምስለ፡ አርዳኢሁ፡ ወምስለ፡ ማርያም፡ መግደላዊት፡ ወአብጽሐነ፡ ኀበ፡ ዝንቱ፡ ቤት,EMML,642,ወእንዘ፡ ሀሎነ፡ በምድረ፡ (ms: ምድረ፡) ይሁዳ፡ አመ፡ ፷፡ ለኅዳር፡ ናሁ፡ ደመና፡ ብሩህ፡ ፆረነ፡ ምስሌሁ፡ ወምስለ፡ አርዳኢሁ፡ ወምስለ፡ ማርያም፡ መግደላዊት፡ ወአብጽሐነ፡ ኀበ፡ ዝንቱ፡ ቤት
489,ስምዑኒ፡ እንግርክሙ፡ ጥንተ፡ ሙላዳ፡ ለጽዮን፡ ፀወንነ፡ አመ፡ ጾመ፡ ፵፡ መዓልተ፡ ወ፵፡ ሌሊተ፡ በደብረ፡ ሲና፡ ወወሀቦ፡ ጽላተ፡ ዘዕብን፡ ዘውስቴቱ፡ ጽሑፍ፡ ፲፡ ቃላት,EMML,642,
490,ወሶበ፡ ሞተ፡ ሙሴ፡ ተመጠወ፡ ኢየሱ፡ ለጽዮን፡ እንተ፡ ይእቲ፡ እግዝእትነ፡ ማርያም፡ ወሖረ፡ ኀበ፡ ገባዖን፡ ወበጽሐ፡ ኀበ፡ ዮርዳኖስ፡ ወተክፍለ፡ ፲፪፡ ከመ፡ ይኩን፡ ትእምርተ፡ ለዘይመጽእ,EMML,642,
491,ወእምዝ፡ ነግሠ፡ ዳዊት፡ ንጉሠ፡ እስራኤል፡ ወፄወውዋ፡ ኤሎፍላውያን፡ ለታቦተ፡ ጽዮን፡ ወወሰድዋ፡ ውስተ፡ ሀገሮሙ። ወበህየ፡ አውረደት፡ ሎሙ፡ መቅሠፍተ፡ ብዙኃ,EMML,642,
492,ወእምዝ፡ ተጋብአት፡ ዛቲ፡ ባሕር፡ ከመ፡ ቀዳሚ። ወሶቤሃ፡ በጽሑ፡ ሠራዊተ፡ ሰሎሞን፡ ወሶበ፡ ነደ፡ አማዑቶሙ፡ ወውዕየ፡ ልቦሙ፡ ወድቁ፡ በገጾሙ፡ ወአንገርገሩ፡ ዲበ፡ ምድር,EMML,642,
493,እኬልሕ፡ ወአነክር፡ እሴብሕ፡ ወእዜምር፡ ለክብረ፡ በዓላ፡ ለተቋመ፡ ማኅቶት፡ ዘወርቅ፡ እግዝእትነ፡ ንጽሕት፡ ወብርህት፡ ጽዮን፡ ሰማያዊት፡ ታቦተ፡ ሕግ፡ ዘበአማን,EMML,642,
494,ወነበረት፡ ታቦተ፡ ሕጉ፡ ለእግዚአብሔር፡ እንተ፡ ይእቲ፡ ጽዮን፡ ሰማያዊት፡ በስብሐት፡ ብዙኅ፡ ዘኢይትነገር፡ እስከ፡ አእረፈ፡ ሙሴ። ወእምዝ፡ ሶበ፡ ወፅኡ፡ እስራኤል፡ አመ፡ አገትዋ፡ ለኢያሪኮ፡ ወቦኡ፡ ካህናት፡ ውስተ፡ ዮርዳኖስ,EMML,683,
494-B,ወይእዜኒ፡ አበውየ፡ ወአኃውየ፡ እግትዋ፡ ለጽዮን፡ ወኅቀፍዋ፡ ለክብረ፡ በዓላ,EMML,683,
495,ወእምዝ፡ በመንግሥተ፡ ዳዊት፡ አመ፡ ቀተሎሙ፡ ለኤሎፍሊ፡ ወነሥኦሙ፡ ለኵሎሙ፡ ወራዙተ፡ እስራኤል፡ መጠነ፡ ፯፼፡ ወተንሥአ፡ ወሖረ፡ ከመ፡ ያምጽእዋ፡ እምኀበ፡ ሀለወት፡ እግዝእትነ፡ ጽዮን,EMML,642,ወእምዝ፡ በመንግሥተ፡ ዳዊት፡ አመ፡ ቀተሎሙ፡ ለኤሎፍሊ፡ ወነሥኦሙ፡ ለኵሎሙ፡ ወራዙተ፡ (ms: ወራዙት፡) እስራኤል፡ መጠነ፡ ፯፼፡ ወተንሥአ፡ ወሖረ፡ ከመ፡ ያምጽእዋ፡ እምኀበ፡ ሀለወት፡ እግዝእትነ፡ ጽዮን
495-B,ወእንዘ፡ ሀለወት፡ ጽዮን፡ ውስተ፡ ደብተራ፡ ወፈቀደ፡ ዳዊት፡ ይሕንፅ፡ ማህደረ፡ ቤተ፡ እግዚአብሔር,EMML,683,
496,ወእምዝ፡ በ፬፡ ዓመተ፡ መንግሥቱ፡ ለሰሎሞን፡ ወልደ፡ ዳዊት፡ በካልእ፡ ወርኅ፡ ዝውእቱ፡ ወርኃ፡ ማይዮስ፡ አዘዘ፡ ከመ፡ ያምጽኡ፡ ዕብነ፡ ዐቢየ፡ ወክቡራተ,EMML,642,
496-B,ኢይምስልክሙ፡ አኃውየ፡ ከመዝ፡ ግብረታ፡ ለታእካ፡ ሰማይ፡ ኀበ፡ ትነብር፡ ጽዮን፡ ቅድስት,EMML,683,
497,ንትመየጥኬ፡ ኀበ፡ ዜና፡ ነገር፡ ዘጽኑሕ፡ ለነ፡ በእንተ፡ መቅደስ፡ ዘሐነጸ፡ ሰሎሞን፡ ወልደ፡ ዳዊት፡ ይረድኦ፡ ኪራም፡ ወልደ፡ መበለት,EMML,642,
498,ወአመ፡ ሰሙን፡ ዕለት፡ ዓተዉ፡ ሕዝብ፡ ውስተ፡ አብያቲሆሙ። ወአስተርአዮ፡ እግዚአብሔር፡ ለሰሎሞን፡ ወይቤሎ፡ ሰማዕኩ፡ ጸሎተከ፡…. ወአንተኒ፡ ለእመ፡ ሖርከ፡ በሕግየ፡ በከመ፡ ሖረ፡ ዳዊት፡ አቡከ,EMML,642,
499,ወእምድኅረ፡ ብዙኅ፡ ዓመት፡ አመ፡ ኮነ፡ ፬፻፳፡ ዓመት፡ እምዘተሐንጸት፡ ሀገረ፡ ጽዮን፡ ቅድስት፡ በመንግሥተ፡ ናቡከደነፆር፡ ንጉሠ፡ ባቢሎን፡ ዓለዉ፡ ሕዝብ፡ ሕገ፡ እግዚአብሔር,EMML,642,
499-B,ወይቤ፡ አሐዱ፡ እምነቢያት፡ ዝውእቱ፡ ዕዝራ፡ አመ፡ ፴፡ ዓመት፡ እምዘወድቀት፡ ሀገርነ፡ እንዘ፡ ሀሎኩ፡ ውስተ፡ ሀገረ፡ ባቢሎን፡ ወፃእኩ፡ ገዳመ፡ ዘስሙ፡ አርፉድ,EMML,683,
500,ይቤ፡ ዕዝራ፡ ከመዝ፡ ህላዌሃ፡ ለጽዮን፡ እንተ፡  እግዝእትነ፡ ማርያም፡…. ወግብረታኒ፡ በአርአያ፡ ሰማይ፡ ወመሠረታቲሃ፡ በዕንቈ፡ ሰንፔር,EMML,683,ይቤ፡ ዕዝራ፡ ከመዝ፡ ህላዌሃ፡ ለጽዮን፡ እንተ፡ (ይእቲ፡) እግዝእትነ፡ ማርያም፡…. ወግብረታኒ፡ በአርአያ፡ ሰማይ፡ ወመሠረታቲሃ፡ በዕንቈ፡ ሰንፔር
501,ወካዕበ፡ ስምዑኒ፡ እንግርክሙ፡ ዘይቤ፡ ዘካርያስ፡ ነቢይ፡ በእንተ፡ ዜናሃ፡ ለቅድስት፡ ጽዮን፡ ሰማያዊት፡ በካልእ፡ ወርኅ፡ ዓመተ፡ መንግሥቱ፡ ለዳርዮስ፡ ንጉሥ፡ ኮነ፡ ቃለ፡ እግዚአብሔር፡ ኀቤየ,EMML,642,
502,ነገር፡ ዘበእንተ፡ ዕርገታ። ወሶበ፡ ሞተት፡ እግዝእትነ፡…. አኮ፡ ውስተ፡ ምድር፡ አላ፡ መሠጣ፡ መልአክ፡ እምዓራታ፡ ዘቦቱ፡ ይጸውርዋ፡ ምስለ፡ ዮሐንስ፡ ፍቁረ፡ እግዚእነ፡ ወአብጽሐ፡ ውስተ፡ ገነት,EMML,642,ነገር፡ ዘበእንተ፡ ዕርገታ። ወሶበ፡ ሞተት፡ እግዝእትነ፡…. አኮ፡ ውስተ፡ ምድር፡ (ዘተቀብረት፡) አላ፡ መሠጣ፡ መልአክ፡ እምዓራታ፡ ዘቦቱ፡ ይጸውርዋ፡ (ms. repeats: እምዓራታ፡) ምስለ፡ ዮሐንስ፡ ፍቁረ፡ እግዚእነ፡ ወአብጽሐ፡ ውስተ፡ ገነት
503,ወከመ፡ ኆፀ፡ ባሕር፡ ኍላቋሁ፡ ከማሁ፡ ኢይትረከብ፡ ኍልቈ፡ ተአምሪሃ፡ ለእግዝእትነ፡…. ርኁቅ፡ ውእቱ፡ እምልበ፡ መዋቲ፡ ኢይትረከብ፡ በኃሢሥ፡ ወኢይትሌለይ፡ በጥንቃቄ፡ በልሳነ፡ መዋቲ፡ ነባቢ፡ ኢይክል፡ ፍጻሜሁ። ወይእዜኒ፡ እንግርክሙ፡ በከመ፡ ሰማዕኩ፡ ቀዲሙ፡ በዕዝንየ፡ ወከማሁ፡ ርኢኩ፡ በአዕይንትየ፡ ዘገብረት፡ እግዝእትነ፡…. ተአምር፡ ወእዜኑ፡ ንስቲተ፡ እምተአምሪሃ፡ ለእግዝእትነ፡…. እንዘ፡ ያሌብወኒ፡ መንፈሰ፡ ወልዳ፡ ገባሬ፡ ዓለም፡ በጥበቢሁ፡ ሰጊድ፡ ይደሉ፡ ለስመ፡ ዚአሁ፡ ይእዜኒ፡ ወዘልፈኒ፡ ወለዓለመ፡ ዓለም፡ አሜን። ተብህለ፡ ከመ፡ ሀለወት፡ አሐቲ፡ ዓመት፡ በቤተ፡ አጋዕዝታ፡ ወሶበ፡ ሖሩ፡ አጋዕዝቲሃ፡ ኀዲጎሙ፡ ውስተ፡ ቤቶሙ፡ ወሠወረ፡ ሶቤሃ፡ ፀሐይ፡ ብርሃኖ,EMML,642,
504,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በሀገረ፡ ቍስጥንጥንየ፡ ዘስሙ፡ ዳንኤል፡ ዘይፈርሆ፡ ለእግዚአብሔር፡ ዘኵሎ፡ ይእኅዝ፡ በጸንዓ፡ ኃይሉ፡ ዘያርዕድ፡ ለሰማይ፡ ወያድለቅልቃ፡ ለምድር፡ በምጽአቱ,EMML,642,
505,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በሀገረ፡ ሳም፡ ዘስሙ፡ ዴገና፡ ሐናፄ፡ ቤተ፡ ክርስቲያን፡ ዘይጸርብ፡ ዕፀወ፡ ወይወቅር፡ ዕብነ,EMML,642,
506,ወሀለወት፡ አሐቲ፡ ብእሲት፡ በሀገረ፡ ምሶት፡ ዘስማ፡ ሳራ፡ ዘታፈቅራ፡ ለእግዝእትነ፡…. ወባቲ፡ ደዌ፡ ዕፁበ፡ ወአኃዛ፡ ለዘኳንና፡ ነገርጓር,EMML,642,ወሀለወት፡ አሐቲ፡ ብእሲት፡ በሀገረ፡ ምሶት፡ (ms: ምስት፡) ዘስማ፡ ሳራ፡ ዘታፈቅራ፡ ለእግዝእትነ፡…. ወባቲ፡ ደዌ፡ ዕፁበ፡ ወአኃዛ፡ ለዘኳንና፡ ነገርጓር
507,ወሀሎ፡ አሐዱ፡ ብእሲ፡ በሀገረ፡ ሰንደፋ፡ ዘስሙ፡ በርናባስ፡ መፍቀሬ፡ ጸሎት፡ ወጾም፡ ወገያሴ፡ ቤተ፡ ክርስቲያን፡ ዘኮነ፡ ያፈቅራ፡ ለእግዝእትነ፡…. ወይተግህ፡ መዓልተ፡ ወሌሊተ፡ እንበለ፡ አጽርዖ፡ አንብቦ፡ ውዳሴሃ,EMML,642,
508,ወሀሎ፡ አሐዱ፡ መኰንን፡ በሀገረ፡ ቃህራ፡ ዘያፈቅራ፡ ለእግዝእትነ፡…. ወይትቀነይ፡ ላቲ፡ ወይገብር፡ በዓለ፡ ፍልሰተ፡ ዚአሃ፡ ወብእሲቱ፡ ሰናይት፡ ወፈራሂተ፡ እግዚአብሔር፡ ወትከብር፡ በዓላ፡ ወሰንበታተ፡ ቦሙ፡ ፪፡ ውሉድ፡ እምድኅረ፡ ኮኑ፡ መካን፡ ዘወሀበቶሙ፡ እግዝእትነ,EMML,642,
509,ወሀሎ፡ አሐዱ፡ ንጉሥ፡ ዘስሙ፡ ቍስጠንጢኖስ፡ ወስመ፡ ብእሲቱ፡ ብራቲላ፡ ወታፈቅራ፡ ለእግዝእትነ፡…. ወተካየደ፡ ውእቱ፡ ንጉሥ፡ ምስለ፡ እግዚአብሔር፡ ከመ፡ ይሑር፡ ኢየሩሳሌም፡ ኀበ፡ ተሰቅለ,EMML,642,
510,በእንተ፡ ስብከተ፡ ጌና፡ ወበእንተ፡ ማርያም፡ ወኤልሳቤጥ፡ ወበእንተ፡ ወልደ፡ እግዚአብሔር፡ ዝውእቱ፡ ቃል፡ ዘኢይትነገር። ሀበኒ፡ ቃለ፡ ዘይዜምር፡ ስብሐቲከ፡ ባዕል፡ ኅቡዕ፡ ዘሠምረ፡ ይትከሠት,EMML,642,
511,ወናሁ፡ ኤልሳቤጥኒ፡ ፀንሰት፡ እንዘ፡ መካን፡ ይእቲ፡ እስመ፡ መንክር፡ ይእቲ፡ በመንክር፡ ተወክፈቶ,EMML,642,
512,ወሖረት፡ እግዝእትነ፡ ማርያም፡ ትርአየ፡ ለዓረጊት፡ ወእንተ፡ በልየት፡ ፀንሰት፡ እስመ፡ አምነት፡ ቃለ፡ ዘሰምዓት,EMML,642,
513,ወፈነወ፡ በአፈ፡ ገብርኤል፡ መልአክ፡ ኀበ፡ ወለተ፡ ዳዊት፡ ወተምህረት፡ እግዝእትነ፡ ማርያም፡ ምስጢረ፡ ኅቡዓ፡ ባሕቲታ፡ ወከሠተት፡ ለሰብእ፡ ዘታነገራ፡ መልአክ,EMML,642,
514,ወኤልሳቤጥኒ፡ እንዘ፡ ዓዲ፡ እስመ፡ ምልዕተ፡ መንፈስ፡ ይእቲ፡ አዕመረት፡ አንፈርዕፆቶ፡ ለሕፃን፡ ወቀፀበቶ፡ ለአቡሁ,EMML,642,
515,ወተመይጠት፡ ትግባዕ፡ ኀበ፡ ቤተ፡ እግዝእትነ፡…. ወእምድኅረ፡ ዝንቱ፡ እስመ፡ በጽሐ፡ ጊዜሃ፡ ትለድ፡ ወሌዋዊ፡ ዮሴፍ፡ ተወክፈ፡ ወአዕመረ፡ ከመ፡ ፀንሰት፡ እግዝእትነ,EMML,642,
516,ምስጢር፡ ኅቡዕ፡ ዘተነግረ፡ እምኀበ፡ አብ፡ አምላክከ፡ ይዕቀብዎ፡ ከመ፡ ኢትክሥቱ፡ ለዘአፍአ,EMML,642,
517,ወበይእቲ፡ ዕለት፡ ብዙኃ፡ ፍቅር፡ ወኃይል፡ ወምሕረት፡ ወብዕል፡ ጸጋሁ፡ ለእግዚአብሔር፡ ዘመንገለ፡ ሰብእ,EMML,683,
518,ወሀሎ፡ ቅዱስ፡ ዮሐንስ፡ መጥምቅ፡ እንዘ፡ ገዳመ፡ አጐየየቶ፡ እሙ፡ ኤልሳቤጥ፡ ውስተ፡ ገዳም፡ አመ፡ ቀተሎሙ፡ ሄሮድስ፡ ለሕፃናት,EMML,642,
519,ወትቤ፡ እግዝእትነ፡…. ወአውሥአኒ፡ ወይቤለኒ፡ ወልድየ፡ ንዒ፡ ኀቤየ፡ ኦእምየ፡ ናንሶሱ፡ ኀበ፡ ገነተ፡ ጻድቃን,EMML,642,
520,ስምዑ፡ እንግርክሙ፡ ውሉደ፡ ጥምቀት፡ ዘትቤ፡ እግዝእትነ፡…. ዕድ፡ ወአንስት፡ አዕሩግ፡ ወሕፃናት፡ ቀሳውስት፡ ወዲያቆናት፡ እለ፡ ትቀውሙ፡ ዝየ፡ ለሰሚዓ፡ ተአምሪሃ፡ ለእግዝእትነ፡…. ወላዲተ፡ አምላክ፡ ክቡር፡ ወልዑል፡ ወሥሙር፡ ወታስምዐነ፡ ቃለ፡ ፍሥሐ፡ ወሐሴት፡ አሜን፡ ወአሜን። ወትቤ፡ ለኒ፡ በዝዓለም፡ አዓቅበክሙ፡ እምዕለት፡ እኪት፡ ወእምሰዓታተ፡ መንሱት,EMML,642,
521,አመ፡ ፲ወ፮፡ ለወርኃ፡ የካቲት፡ እንዘ፡ ትጼሊ፡ እግዝእትነ፡ ማርያም፡ ውስተ፡ መቃብረ፡ እግዚእነ፡ ኢየሱስ፡ ክርስቶስ፡ መጽአ፡ ኀቤሃ፡ እግዚእነ፡ ወይቤለ፡ ሰላም፡ ለኪ፡ ኦእምየ፡ ምንተ፡ ተኃሥሢ,EMML,1874,
522,ስምዑ፡ ኵልክሙ፡ ፍቁራኒሃ፡ ለእግዝእትነ፡…. ዘገብረት፡ ተአምረ፡ በጊዜ፡ ልደታ። ሶበ፡ በጽሐት፡ ሀገረ፡ ፌቦር፡ ርእይዋ፡ እምርኁቅ፡ እነ፡ ትመጽእ፡ ኀቤሆሙ፡ ተባሀሉ፡ በበይናቲሆሙ፡ ዛቲኬ፡ ብእሲት፡ እንተ፡ ሰማዕነ፡ በእንቲአሃ፡ ትሤርያ፡ ለኵላ፡ ሀገር,EMML,1874,
523,ስምዑ፡ ዘገብረት፡ ሎቱ፡ ኃይለ፡ ወተአምረ፡ ለንጉሥነ፡ ዘርአ፡ ያዕቆብ፡ ወበጸጋ፡ እግዚአብሔር፡ ዘተሰምየ፡ ቍስጠንጢኖስ፡ ወለኵሉ፡ አበዊሁ፡ ወአኃዊሁ፡ እለ፡ ነግሡ፡ እምቅድሜሁ፡ ገብረት፡ ኃይለ፡ ተአምር፡ በእንተ፡ ኪዳና፡ ዘአልቦ፡ ኍልቍ፡ ቀተሎ፡ ለንጉሠ፡ ሰብአ፡ አደል፡ ዘስሙ፡ በድላይ,EMML,1874,
524,ወእምቅድመ፡ ይሑር፡ ውስተ፡ ፀብዕ፡ ንጉሥነ፡ ዘርአ፡ ያዕቆብ፡ ቅቡዕ፡ ጸሐፈ፡ መጽሐፈ፡ ተአምሪሃ፡ ለእግዝእትነ፡ ማርያም፡ ወአዘዘ፡ ለኵሎሙ፡ ሰብአ፡ መንግሥቱ፡ ያክብርዋ፡ በበዓለ፡ ኪዳና,EMML,1874,
525,ወእምዝ፡ አቲዎ፡ እምፀብዕ፡ ዘርአ፡ ያዕቆብ፡ በፍሥሐ፡ ወበሐሤት፡ ምስለ፡ ብዙኅ፡ ዕልገቱ፡ ወሰከ፡ አክብሮታ፡ ወአፍቅሮታ፡ ለእግዝእትነ፡ ማርያም,EMML,1874,
526,ወበእንተዝ፡ ሰብሓ፡ ለእግዝእትነ፡ ማርያም፡ ዘርአ፡ ያዕቆብ፡ ወአልዓላ፡ አድመፀ፡ ማኅሌተ፡ ቅኔ፡ በበዓላ,EMML,1874,
527,ወካዕበ፡ ገብረት፡ ሎቱ፡ ለዘርአ፡ ያዕቆብ፡ ተአምረ፡ ወመድምመ፡ እግዝእትነ፡ ማርያም፡ በእንተ፡ ኪዳና፡ ዳግመ፡ በፍቅረ፡ ዚአሃ፡ ወቆመ፡ ወአቅነተቶ፡ ኃይለ፡ ከመ፡ ኢይኩን፡ ድኩመ,EMML,1874,
528,ወካዕበ፡ ስምዑ፡ አኃዊነ፡ ዘኮነ፡ በመዋዕሊነ፡ ሶበ፡ አንሥኦ፡ ፀረ፡ ሰይጣን፡ ከመ፡ ይፅባዕ፡ ቅዱሳነ,EMML,1874,
529,ለነገሥትኒ፡ እለ፡ ነግሡ፡ በአፍቅሮታ፡ ወጳጳሳትኒ፡ እለ፡ ሰበኩ፡ ነገረ፡ ኪዳና,EMML,1874,
530,ወይእዜኒ፡ ንነግረክሙ፡ ከመ፡ ዘኮነ፡ ለእግዝእትነ፡ ማርያም፡ ሶበ፡ ኃደረ፡ ውስቴታ፡ ቃለ፡ መለኮት፡ ወእንዘ፡ ትትፌሣሕ፡ ወትትሐሠይ፡ በጸጋ፡ እግዚአብሔር፡ ወመንፈስ፡ ቅዱስ፡ መልዓ፡ ውስተ፡ ኵለ፡ አባላ። ወእምድኅሬሁ፡ ተዓውቀ፡ ፅንሳ፡ ወሰምዑ፡ ሕዝብ፡ ወሰብአ፡ ቤተ፡ መቅደስ፡ ወኃዘኑ፡ ወተከዙ,EMML,839,
531,ወሀሎ፡ አሐዱ፡ ብእሲ፡ ዘያፈቅራ፡ ለእግዝእትነ፡…. ወይገብር፡ ተዝካራ፡ ለእግዝእትነ፡ ወካልዕሰ፡ አልቦቱ፡ ምግባረ፡ ሠናይ፡ ዘእንበለ፡ አሚነ፡ ወልዳ። ወአሐዞ፡ ሕማመ፡ ፈጸንት፡ ለውእቱ፡ ብእሲ፡ ወአጽዓቆ፡ ወቀርበ፡ ለመዊት,EMML,1965,
